,Name,Locality,Postalcode,Address,Region,Country,Neighborhood,Phone,Website,Category Labels
0,Atmosphere Antiquites,Champigny,94500,24 rue du Dix Neuf Mars 1962,Val-de-Marne,fr,,01 41 78 36 09,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocante de l'Hermitage,La Queue en Brie,94510,1 rue de la Libération,Val-de-Marne,fr,,01 45 90 13 54,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Grenier du Passé,Chevilly Larue,94550,1 rue Lieutenant Alain Lecoz,Val-de-Marne,fr,,01 45 12 96 18,http://www.debarras-brocante-idf-75-92-94.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocante C le Garrec,Choisy le Roi,94600,35 avenue du Docteur Charcot,Val-de-Marne,fr,,01 48 53 57 22,http://www.planetis.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Choisy Antiquités,Choisy le Roi,94600,45 rue de la Chasse,Val-de-Marne,fr,,01 48 92 21 13,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquités Van Houtte,Maisons Alfort,94700,4 rue du Dix Huit Juin 1940,Val-de-Marne,fr,,01 43 68 62 49,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Caillaud Thierry,Maisons Alfort,94700,221 avenue du Général Leclerc,Val-de-Marne,fr,,06 60 49 55 21,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Weber Michel,Villejuif,94800,45 rue des Coquettes,Val-de-Marne,fr,,01 46 78 73 16,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Multi Pat,Villejuif,94800,32 rue Jules Verne,Val-de-Marne,fr,,06 20 54 13 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Perrigne Philippe,Noiseau,94880,1 rue de Bellevue,Val-de-Marne,fr,,06 07 87 73 39,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Grenier du Chateau,Neuville sur Oise,95000,4 rue du Pont,Val-d'Oise,fr,,01 30 31 33 76,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Lelong,Argenteuil,95100,98 Ter boulevard Héloise,Val-d'Oise,fr,,01 30 76 92 93,http://www.galerie-lelong.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquité Brocante,Argenteuil,95100,2 boulevard Maurice Berteaux,Val-d'Oise,fr,,01 30 76 19 53,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Grenier d'Argenteuil,Argenteuil,95100,76 avenue de Stalingrad,Val-d'Oise,fr,,01 39 82 52 00,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bérard Thierry,Sannois,95110,16 rue Georges Clemenceau,Val-d'Oise,fr,,01 39 82 90 67,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lecard Michel,Sannois,95110,21 rue Diderot,Val-d'Oise,fr,,06 63 74 35 15,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Intemporelle,Sannois,95110,12 Ter boulevard Charles de Gaulle,Val-d'Oise,fr,,01 34 10 32 01,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Isa Brocante,Sannois,95110,53 boulevard Gambetta,Val-d'Oise,fr,,06 60 83 59 82,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Taupin Claude,Ermont,95120,21 rue de la République,Val-d'Oise,fr,,01 30 72 99 51,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquites Brocante 95,Ermont,95120,4 avenue Louise Eugenie,Val-d'Oise,fr,,01 30 72 25 48,http://www.antiquites-brocante-95.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bedou Daniel,Franconville,95130,6 rue Louise Michel,Val-d'Oise,fr,,09 51 74 29 43,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mardfeld Samuel,Franconville,95130,68 rue du Plessis-Bouchard,Val-d'Oise,fr,,01 34 13 60 62,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Arts et Antiquités d'Alisson,Montmorency,95160,36 Bis rue de Groslay,Val-d'Oise,fr,,01 39 83 20 85,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Vertical,Deuil La Barre,95170,87 rue Gallieni,Val-d'Oise,fr,,01 34 17 94 17,http://art-vertical.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pouille Pierre,Herblay,95220,19 rue de la Loge,Val-d'Oise,fr,,01 39 97 36 05,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Fontaine des Arts,Herblay,95220,34 rue du Général de Gaulle,Val-d'Oise,fr,,01 34 50 79 18,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquités Gandon Michèle,Soisy sous Montmorency,95230,3 avenue Descartes,Val-d'Oise,fr,,06 32 15 49 15,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Temps Jadis,Soisy sous Montmorency,95230,9 rue Louis Delamarre,Val-d'Oise,fr,,01 34 12 50 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Traber Jean-Luc,Cormeilles en Parisis,95240,4 rue Thibault Chabrand,Val-d'Oise,fr,,01 39 82 57 09,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Weinrich Stephane,Cormeilles en Parisis,95240,74 rue de Verdun,Val-d'Oise,fr,,06 07 95 29 84,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Traber Jean-Luc,Cormeilles en Parisis,95240,13 rue Riera et Christy,Val-d'Oise,fr,,01 39 82 57 09,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lange Jean Claude,Beauchamp,95250,173 Chaussee Jules Cesar,Val-d'Oise,fr,,01 39 60 94 65,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ayoub Elie,Jouy le Moutier,95280,17 rue des Narcisses,Val-d'Oise,fr,,01 30 30 34 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mace Dominique,L'Isle Adam,95290,24 rue Saint Lazare,Val-d'Oise,fr,,01 34 08 24 76,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hôtel des Ventes de Pontoise Aponem,Pontoise,95300,3 Bis rue Saint Martin,Val-d'Oise,fr,,01 34 42 14 50,http://www.aponem.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,RM Antiquités,Pontoise,95300,33 rue de l'Hôtel de Ville,Val-d'Oise,fr,,01 34 24 08 68,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,The Storage,Saint Ouen l'Aumône,95310,38 avenue du Fond de Vaux,Val-d'Oise,fr,,01 39 09 99 23,http://www.pasquaphilippe.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Passé Présent,Saint Leu la Forêt,95320,7 rue de la Forge,Val-d'Oise,fr,,01 39 60 61 36,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquaire du Village,Saint Leu la Forêt,95320,23 rue du Général Leclerc,Val-d'Oise,fr,,01 39 60 53 16,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Communauté d'Emmaüs,Bernes sur Oise,95340,9 chemin Pavé,Val-d'Oise,fr,,01 30 28 67 20,http://www.emmaus95.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,C.R.C,Louvres,95380,avenue de la Gare,Val-d'Oise,fr,,01 34 72 49 50,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquites Brocantes de Saint Prix,Saint Prix,95390,2 rue d'Ermont,Val-d'Oise,fr,,01 39 59 55 00,http://www.antiquite-brocante-saint-prix.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marinesse Simone,Groslay,95410,38 rue du Général Leclerc,Val-d'Oise,fr,,01 39 83 52 62,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Grenier de Magny,Magny en Vexin,95420,14 route Departeme Zone Artisanale Sortie,Val-d'Oise,fr,,01 34 67 30 32,http://www.greniermagny.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Un Certain Regard,Auvers Sur Oise,95430,2 rue Montmaur,Val-d'Oise,fr,,06 71 17 06 13,http://www.certain-regard.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Commune de Auvers sur Oise Mairie,Auvers sur Oise,95430,5 rue du Montcel,Val-d'Oise,fr,,01 30 36 13 46,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Com'N Roll,Auvers sur Oise,95430,2 rue de l'Église,Val-d'Oise,fr,,01 34 42 21 86,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie d'Arts du Vexin,Vigny,95450,8 rue du Général Leclerc,Val-d'Oise,fr,,01 30 39 24 34,http://www.galeriedarts-duvexin.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Couleuvrine,Longuesse,95450,49 Grande rue,Val-d'Oise,fr,,01 30 39 21 31,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Decramp,Vigny,95450,8 rue Géneral Leclerc,Val-d'Oise,fr,,09 75 61 88 12,http://www.galeriedarts-duvexin.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Fleuron,Ableiges,95450,8 rue de l'Eglise Villeneuve Saint Martin,Val-d'Oise,fr,,09 64 04 99 85,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Maison d'Art,,95450,6 place du Commerce,Val-d'Oise,fr,,01 30 27 93 90,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marianne Antiquités Brocante,Vauréal,95490,11 rue des Marais,Val-d'Oise,fr,,01 30 38 62 49,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gravier Philippe,Saint Cyr en Arthies,95510,8 rue de la Grande Vallée,Val-d'Oise,fr,,09 63 29 97 59,http://www.philippegravier.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gardie Pascal,Amenucourt,95510,39 rue des Moulins,Val-d'Oise,fr,,01 34 78 14 28,http://www.gardie-brocante-debarras.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Roulet Eric,Eaubonne,95600,16 rue Ernest Renan,Val-d'Oise,fr,,01 34 06 04 39,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Delorme Michel,Eaubonne,95600,10 avenue de la Liberté,Val-d'Oise,fr,,01 39 59 87 76,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sorin Francis,Champagne sur Oise,95660,25 rue Aire,Val-d'Oise,fr,,01 34 70 31 11,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Artco-France,Ambleville,95710,2 rue de la Mairie,Val-d'Oise,fr,,01 30 27 31 31,http://www.artcofrance.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquités Pierre Salles,Ambleville,95710,Grande rue le Vaumion,Val-d'Oise,fr,,01 34 67 91 69,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie d'art Henot,Enghien Les Bains,95880,14 rue de Mora,Val-d'Oise,fr,,01 34 12 69 96,http://www.galeriehenot.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Armand Philippe,Enghien les Bains,95880,183 avenue de la Division Leclerc,Val-d'Oise,fr,,01 39 64 12 34,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Centre Culturel François Villon,Enghien les Bains,95880,32 avenue de Ceinture,Val-d'Oise,fr,,01 34 17 63 04,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquites Gandon Michele,Enghien Les Bains,95880,8 avenue Carlier,Val-d'Oise,fr,,06 32 15 49 15,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Grenier d'Enghien,Enghien les Bains,95880,32 boulevard Ormesson,Val-d'Oise,fr,,06 61 14 77 15,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tilche Jean Marc,Carcassonne,11000,37 Bis rue Trivalle,Aude,fr,,04 68 47 36 36,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Cuverie,Carcassonne,11000,208 Bis avenue du Général Leclerc,Aude,fr,,04 68 71 89 71,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Hoarau Christophe,Carcassonne,11000,97 rue Aimé Ramond,Aude,fr,,04 34 58 91 10,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Patines Déco,Carcassonne,11000,73 rue de Verdun,Aude,fr,,06 88 38 40 94,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rouch Yves,Carcassonne,11000,73 rue de Verdun,Aude,fr,,04 68 25 44 48,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ferrié Raymond,Carcassonne,11000,13 rue Masséna,Aude,fr,,04 68 25 71 56,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,S.A.F.I.,Carcassonne,11000,54 rue de Verdun,Aude,fr,,04 68 25 60 51,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Je Reviens Dans Un Quart d'Heure,Carcassonne,11000,11 rue Cros Mayrevieille,Aude,fr,,04 68 25 39 80,http://www.zandart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Perrotton Serge,Narbonne,11100,10 rue Emile Zola,Aude,fr,,04 68 32 40 49,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquité Galerie Lutèce,Narbonne,11100,27 rue de l'Ancien Courrier,Aude,fr,,04 68 32 55 68,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mairie la Poudrière Salle d'expositions,Narbonne,11100,rue Anc Porte Neuve,Aude,fr,,04 68 32 64 82,http://www.mairie-narbonne.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'Etangd'art,Bages,11100,8 rue de l' Ancien Puits,Aude,fr,,04 68 42 81 11,http://www.letangdart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Philippard,Narbonne,11100,27 rue Calixte Camelle,Aude,fr,,04 68 90 47 41,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Commune de Narbonne,Narbonne,11100,Hotel de Ville place de l'Hotel de Ville,Aude,fr,,04 68 90 30 30,http://www.mairie-narbonne.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Pont des Arts,Narbonne,11100,12 rue Baudin,Aude,fr,,04 68 49 19 55,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquité Gaudi,Argeliers,11120,14 rue de Jurio,Aude,fr,,04 68 33 34 86,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquité le Castel à Villepinte,Villepinte,11150,route Nationale 113,,fr,,04 68 94 24 96,http://www.le-castel.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rencontre et Création Contemporain,Montolieu,11170,route Alzonne,Aude,fr,,04 68 78 96 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trauque Betty,Lézignan Corbières,11200,route Carcassonne,Aude,fr,,04 68 27 05 93,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Trauque Betty,Lézignan Corbières,11200,la Bouissonne,Aude,fr,,04 68 27 15 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Les Vieux Clous,Lézignan Corbières,11200,route de Narbonne,Aude,fr,,06 85 86 31 36,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Relais des Oliviers,Cailhau,11240,Résidence le Relais route Belvèze,Aude,fr,,04 68 69 06 51,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Batel Bruno,Fanjeaux,11270,Domaine de Saint Roch,Aude,fr,,04 68 24 60 66,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gorgues,Fanjeaux,11270,rue du Lavoir,Aude,fr,,09 79 64 76 43,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocante d'Antan,Fanjeaux,11270,rue du Lavoir,Aude,fr,,04 68 24 79 07,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'Histoire Au Present,Pieusse,11300,3 place du Concile Cathare,Aude,fr,,04 68 31 80 84,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Devynck Jean-Louis,Bouriege,11300,route de Festes,Aude,fr,,04 68 74 08 87,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Catherine Coustal,Villesèque des Corbières,11360,Grand'rue,Aude,fr,,04 68 45 81 92,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Granier Didier,Castelnaudary,11400,70 rue Mauléon,Aude,fr,,04 68 94 10 87,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Atelier Barberousse Jeanlin,Gruissan,11430,20 rue Espert,Aude,fr,,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocante de la Murelle,Roquefort des Corbières,11540,la Murelle,Aude,fr,,04 68 45 66 59,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Broc'Art,Ouveillan,11590,1 rue du Moulin,Aude,fr,,06 60 36 42 17,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Centre Méditérranéen de l'image,Malves en Minervois,11600,Enclos du Château,Aude,fr,,04 68 77 53 91,http://www.graph-cmi.org,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rubio Ruben,Villemoustaussou,11620,256 chemin de la Brougo,Aude,fr,,09 62 06 33 37,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sarl du Chateau,Moux,11700,22 rue Jean Jaurès,Aude,fr,,06 07 80 79 59,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Giacomel Jean-Claude,Trèbes,11800,2 route de Narbonne,Aude,fr,,04 68 76 99 32,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Zo,Nîmes,30000,18 rue de l'Agau,Gard,fr,,09 73 64 26 81,http://www.zoanima.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Broc'Antic,Nîmes,30000,19 rue du Chapitre,Gard,fr,,04 66 29 95 87,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocantic,Nîmes,30000,29 rue des Lombards,Gard,fr,,04 66 21 05 85,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Moline Florian,Nîmes,30000,28 Bis rue Saint Rémi,Gard,fr,,04 66 70 02 14,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Rouflay Pierrette,Nîmes,30000,13 rue Emile Jamais,Gard,fr,,04 66 67 91 90,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
