,Name,Locality,Postalcode,Address,Region,Country,Neighborhood,Phone,Website,Category Labels
0,Galerie Buffon,Bergerac,24100,8 rue Buffon,Dordogne,fr,,06 23 06 63 31,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Somac,Bergerac,24100,45 avenue Marceau Feyry Rn 21,Dordogne,fr,,05 53 27 45 32,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pezon Fabrice,Bergerac,24100,23 rue Millet,Dordogne,fr,,06 85 21 13 63,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tant de l'Imaginaire,Terrasson Lavilledieu,24120,17 place Saint-Roch,Dordogne,fr,,05 53 42 23 62,http://www.tantdelimaginaire.com/default.html,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'atelier du Roi,Terrasson Lavilledieu,24120,15 avenue Charles de Gaulle,Dordogne,fr,,06 33 57 74 32,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Phi2,Villamblard,24140,55 rue Gabriel Reymond,Dordogne,fr,,06 82 81 13 74,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Morand Corinne,Lalinde,24150,34 boulevard de Stalingrad,Dordogne,fr,,05 53 61 20 19,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Aux Mille Choses,Saint Capraise de Lalinde,24150,Lieu Dit Piece Barade,Dordogne,fr,,05 53 57 47 29,http://www.brocante-bergerac-aux-mille-choses.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Daniel Michel,Mauzac Et Grand Castang,24150,la Sarmade,Dordogne,fr,,05 53 57 61 94,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Bon Vieux Temps,Belvès,24170,route de Monpazier,Dordogne,fr,,05 53 30 21 39,http://www.aubonvieuxtemps24.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquités Montaigne,Sarlat la Canéda,24200,5 rue Montaigne,Dordogne,fr,,05 53 28 84 65,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Salamandre Niall Donnelly,Sarlat la Canéda,24200,6 rue du Présidial,Dordogne,fr,,05 47 27 70 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Shasmoukine Pierre,Sarlat la Canéda,24200,avenue de la Canéda,Dordogne,fr,,05 53 31 02 00,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gorodka,Sarlat la Canéda,24200,avenue de la Canéda,Dordogne,fr,,05 53 31 02 00,http://gorodka.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Decressac Catherine,Vitrac,24200,le Bourg,Dordogne,fr,,05 53 59 47 90,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gallery France,Beynac et Cazenac,24220,chemin Direction du Chateau Beynac,Dordogne,fr,,06 85 98 23 49,http://www.galleryfrance.com/#_=_,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Domaine Perdu,Meyrals,24220,Guillonnet,Dordogne,fr,,05 53 30 47 50,http://www.ledomaine-perdu.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Coudert Michel,Meyrals,24220,le Bourg,Dordogne,fr,,05 53 29 32 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie d'Art Anton Gidding,Saint Cyprien,24220,rue Gambetta,Dordogne,fr,,05 53 59 67 17,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Galerie Brocante de St Cyprien,Saint Cyprien,24220,34 rue Gambetta,Dordogne,fr,,05 53 30 20 71,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Carmensac à Meyrals,Meyrals,24220,Carmensac,Dordogne,fr,,05 53 29 44 21,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Jarry des Loges Michele St Cyprien,Saint Cyprien,24220,rue Gambetta,Dordogne,fr,,05 53 29 67 08,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dupperet Sylvie,Cenac et Saint Julien,24250,Monbette,Dordogne,fr,,05 53 28 23 32,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vialenc Bernard,Le Bugue,24260,1 avenue de la Libération,Dordogne,fr,,05 53 03 74 80,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pouquet Jacques,Payzac,24270,2 rue du Périgord Vert,Dordogne,fr,,05 53 52 39 15,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Passe Retrouve,Montignac,24290,15 rue de Juillet,Dordogne,fr,,06 74 43 20 26,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Beau Didier,Sceau Saint Angel,24300,Lieu Dit le Bourg,Dordogne,fr,,05 53 56 05 98,http://www.antiquites-sceau-saint-angel.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Merigeaux Eric,Nontron,24300,8 route de Piegut,Dordogne,fr,,05 53 56 49 02,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie du Puy Joli,Brantôme,24310,27 rue Puyjoli de Meyjounissas,Dordogne,fr,,05 53 46 31 40,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Huguet Michel,Brantôme,24310,boulevard Coligny,Dordogne,fr,,05 53 05 81 65,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Boussarie Henri,Brantôme,24310,6 rue Gambetta,Dordogne,fr,,06 26 48 36 31,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,A la Petite Brocante,Brantôme,24310,avenue Docteur Devillard,Dordogne,fr,,06 62 70 12 80,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,La Caverne d'Ali Baba,Cercles,24320,la Roche,Dordogne,fr,,05 53 91 12 96,http://www.alibabal.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dupuy Dominique,Saint Laurent Sur Manoire,24330,le Bouc,Dordogne,fr,,05 53 54 95 31,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gourgues Hervé,Saint Médard de Mussidan,24400,6 rue du Huit Mai 1945,Dordogne,fr,,06 78 26 84 99,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Denoyer Jean-Pierre,Sourzac,24400,Couturou,Dordogne,fr,,05 53 80 14 38,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie des Quatre Saisons,Saint Aulaye,24410,19 rue Docteur Hippolyte Lacroix,Dordogne,fr,,05 53 90 54 60,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Pacaut Jean-Jacques,La Coquille,24450,la Rebeyrolie,Dordogne,fr,,05 53 52 85 64,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Baillon Thierry,Le Buisson de Cadouin,24480,40 route de Cabans,Dordogne,fr,,05 53 22 31 93,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'Insolite,La Roche Chalais,24490,Lieu-dit Lavaud,Dordogne,fr,,05 53 90 58 83,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Comptoir d'Achat Bijoux Antiquités,Mouleydier,24520,1 place du Huit Mai 1945,Dordogne,fr,,06 09 05 68 42,http://www.achator-bergerac-caba.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Guillaume Guy,Mouleydier,24520,602 avenue du Barrage,Dordogne,fr,,05 53 58 50 07,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Comptoir d' achat bijoux antiquites à Mouleydier,Mouleydier,24520,13 rue de la Rocade,Dordogne,fr,,06 09 05 68 42,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Castelo Patrick Francois,Lamonzie Montastruc,24520,Lieu Dit les Versannes,Dordogne,fr,,05 53 22 48 70,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Planéte Verre,Monpazier,24540,place des Cornieres,Dordogne,fr,,05 53 74 30 45,http://www.planete-verre.com/contact.htm,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ponticq Christian,Monpazier,24540,27 rue Saint Jacques,Dordogne,fr,,06 70 06 18 29,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marvier Françoise,Monpazier,24540,30 rue Notre Dame,Dordogne,fr,,05 53 73 68 08,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Mosaic bis à Monpazier,Monpazier,24540,57 rue Saint Jacques,Dordogne,fr,,06 98 70 23 25,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lapeyronnie Christian,Issigeac,24560,Grand rue,Dordogne,fr,,05 53 73 89 65,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Chat Qui Dort,Boisse,24560,Cuiller,Dordogne,fr,,05 53 61 89 99,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Leymarie Jérôme,Le Lardin Saint Lazare,24570,25 avenue de Brives,Dordogne,fr,,05 53 50 13 08,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Brocantou,Salignac Eyvigues,24590,avenue de Sarlat,Dordogne,fr,,05 53 28 17 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie le 5,Ribérac,24600,5 place du Général de Gaulle,Dordogne,fr,,05 53 90 93 38,http://galeriele5.free.fr/site/accueil.php/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Chartres Stephane,Ribérac,24600,lieu-dit Fougeres,Dordogne,fr,,06 83 47 52 52,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Blanchet Monique,Ribérac,24600,19 place du Général de Gaulle,Dordogne,fr,,05 53 90 00 52,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Person Bernard,Chancelade,24650,Residence la Freceliere Beauronne,Dordogne,fr,,05 53 53 86 68,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sylvestre Eric à Gardonne,Gardonne,24680,les Mouthes,Dordogne,fr,,05 53 58 87 69,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquité Au Bric à Brac d'Aliette à Montpon-Ménestérol,Montpon Ménestérol,24700,75 avenue Georges Pompidou,Dordogne,fr,,05 53 80 60 41,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Les Merveilles d'Antan,Montpon Ménestérol,24700,15 avenue Jean Moulin,Dordogne,fr,,05 53 82 46 37,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocante de la Double,Montpon Ménestérol,24700,32 avenue Georges Pompidou,Dordogne,fr,,05 53 80 10 04,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,CELLARD Gilles,Ménesplet,24700,Croix de Pierre,Dordogne,fr,,05 53 82 68 71,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Au Passé Simple,Thiviers,24800,8 rue de la Tour,Dordogne,fr,,06 81 85 32 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquites Saint-Christophe,Saint Sulpice d'Excideuil,24800,Veyrieras,Dordogne,fr,,05 53 55 19 49,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Pat Pierson,Sainte Foy la Grande,33220,116 rue de la République,Gironde,fr,,05 57 46 03 54,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bastide et Campagne,Sainte Foy la Grande,33220,17 rue de la République,Gironde,fr,,05 57 46 56 73,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Vircoulon Michel,Sainte Foy la Grande,33220,2 allée Michel de Montaigne,Gironde,fr,,05 57 46 27 58,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Nicouleau Sebastien,Pineuilh,33220,24 avenue du Maréchal Leclerc,Gironde,fr,,05 57 46 42 95,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Librairie Laurencier,Bordeaux,33000,7 rue du Chai des Farines,Gironde,fr,,05 56 81 68 79,http://www.librairie-ancienne-laurencier.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marche de Lerme,Bordeaux,33000,place de Lerme,Gironde,fr,,,http://www.bordeaux.fr/ville/marche-lerme,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Carré d'Artistes,Bordeaux,33000,66 rue des Remparts,Gironde,fr,,05 56 52 88 04,http://www.carredartistes.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art.Culture,Bordeaux,33000,24 cours du Chapeau Rouge,Gironde,fr,,05 56 44 95 65,http://www.art-culture.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Guyenne Art Gascogne,Bordeaux,33000,32 rue Fondaudège,Gironde,fr,,05 57 83 49 63,http://www.galeriegag.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,5Un7,Bordeaux,33000,57 rue de la Rousselle,Gironde,fr,,06 25 58 76 31,http://www.meriadeck-sante.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art's & Design,Bordeaux,33000,58 cours Georges Clemenceau,Gironde,fr,,06 69 01 85 52,http://artsetdesign-bordeaux.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Drai Guillaume Albert,Bordeaux,33000,52 rue Notre Dame,Gironde,fr,,06 13 51 60 85,http://bordeaux-antiquite-armarine.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie d-x,Bordeaux,33000,10 place des Quinconces,Gironde,fr,,05 56 23 35 20,http://www.galeriedx.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Larnaudie-Eiffel Myriam,Bordeaux,33000,11 place des Quinconces,Gironde,fr,,05 56 79 39 42,http://www.coutaubegarie.com/prochaines-ventes/bordeaux/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'Eau Forte,Bordeaux,33000,5 rue Montbazon,Gironde,fr,,05 56 44 78 67,http://www.eauforte.org/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cour Mably,Bordeaux,33000,3 rue Mably,Gironde,fr,,05 56 44 01 58,http://bordeaux.fr/ville/cour-mably,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie des Remparts,Bordeaux,33000,63 rue des Remparts,Gironde,fr,,05 56 52 22 25,http://www.galeriedesremparts.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bouillon d' Art,Bordeaux,33000,37 rue Bouffard,Gironde,fr,,05 56 30 42 64,http://www.bouillondart.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie a Deux Pas d'ici,Bordeaux,33000,67 rue des Remparts,Gironde,fr,,05 47 33 51 00,http://www.adeuxpasdici.com/contacts-galerie-Bordeaux/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Interface Consultants,Bordeaux,33000,105 rue Fondaudège,Gironde,fr,,05 56 48 68 50,http://www.galerie-palaisgallien.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Espace Rolland,Bordeaux,33000,18 rue Rolland,Gironde,fr,,09 81 95 74 21,http://www.wix.com/galerierolland/galerie-rolland,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Art Home Deco,Bordeaux,33000,24 rue Vital Carles,Gironde,fr,,05 56 81 57 11,http://www.art-home-deco.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Doda,Bordeaux,33000,72 rue Judaïque,Gironde,fr,,05 56 12 32 79,http://www.doda-bordeaux.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Halle des Chartrons,Bordeaux,33000,place du Marché des Chartrons,Gironde,fr,,05 24 57 65 60,http://bordeaux.fr/ville/halle-chartrons,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Montaut,Bordeaux,33000,1 rue Esprit des Lois,Gironde,fr,,05 56 81 96 38,http://www.montaut.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,A5bis-Espace 29,Bordeaux,33000,29 rue Fernand Marin,Gironde,fr,,05 56 51 18 09,http://www.espace29.jimdo.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Yellowkorner Bordeaux,Bordeaux,33000,10 rue des Remparts,Gironde,fr,,09 63 24 45 84,http://www.yellowkorner.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'atelier Demi-Cachalot,Bordeaux,33000,33 rue Bouquière,Gironde,fr,,06 62 62 22 59,http://jimgalerie2.blogspot.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Yellow Corner,Bordeaux,33000,10 rue des Remparts,Gironde,fr,,05 56 38 15 69,http://store.yellowkorner.com/galeries/bordeaux/A90,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Tribal,Bordeaux,33000,17 rue Notre Dame,Gironde,fr,,06 80 84 29 21,http://tribal-arts-primitifs-bordeaux.fr,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie du Palais Gallien,Bordeaux,33000,105 rue Fondaudège,Gironde,fr,,05 56 48 68 50,http://www.galeriedupalaisgallien.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Besançon Dominique,Bordeaux,33000,2 Ter rue Mably,Gironde,fr,,05 56 81 63 20,http://www.galeriemably.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Vent d'Est,Bordeaux,33000,31 rue Bouffard,Gironde,fr,,05 56 31 86 92,http://www.galerieventdest.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Axiome,Bordeaux,33000,15 rue Fondaudège,Gironde,fr,,,http://www.galerie-axiome.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Cortex Athletico,Bordeaux,33000,20 rue Ferrère,Gironde,fr,,05 56 94 31 89,http://www.cortexathletico.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Marechal Compagnie S.A.R.L.,Bordeaux,33000,5 rue Jean Jacques Bel,Gironde,fr,,05 56 79 15 34,http://www.tajan.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Sous la Tente Un lieu independant pour l'Art,Bordeaux,33000,28 rue Bouquière,Gironde,fr,,06 47 63 34 75,http://surface2rep.canalblog.com,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Articulations Atelier Dartois,Bordeaux,33000,23 rue Tourat,Gironde,fr,,09 50 38 12 02,http://www.bordeaux.fr/ebx/portals/ebx.portal?_nfpb=true&_pageLabel=pgFicheOrga&classofcon...,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,22 Rive Gauche,Bordeaux,33000,22 quai des Chartrons,Gironde,fr,,05 56 56 85 29,http://www.22rivegauche.com/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Piechaud Bertrand,Bordeaux,33000,117 rue du Palais Gallien,Gironde,fr,,05 56 52 10 26,http://www.bertrandpiechaud.fr/,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Gresta Thierry,Bordeaux,33000,10 rue Staine Eugénie,Gironde,fr,,09 53 70 31 62,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Art Céleste,Bordeaux,33000,53 rue des Ayres,Gironde,fr,,05 56 48 15 76,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Guirriec Herve,Bordeaux,33000,42 rue Notre Dame,Gironde,fr,,06 07 12 51 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Le Centre Ville,Bordeaux,33000,26 rue du Parlement Sainte-Catherine,Gironde,fr,,05 56 44 06 34,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie le Troisième Oeil,Bordeaux,33000,17 rue des Remparts,Gironde,fr,,05 56 44 32 23,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Cour Mably et Salle Capitulaire,Bordeaux,33000,3 rue Mably,Gironde,fr,,05 24 57 65 60,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Imagine,Bordeaux,33000,16 rue du Parlement Sainte Catherine,Gironde,fr,,05 56 51 18 22,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bethmann Jean,Bordeaux,33000,36 rue Bouffard,Gironde,fr,,05 56 81 35 31,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Dumeau Madeleine,Bordeaux,33000,13 rue des Faures,Gironde,fr,,06 08 24 89 81,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Brocantine,Bordeaux,33000,6 rue de Caudéran,Gironde,fr,,05 56 81 78 02,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Villa Mandarine,Bordeaux,33000,19 rue Capdeville,Gironde,fr,,06 70 66 46 98,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Chambon Florian Henri Gregory,Bordeaux,33000,101 rue Notre Dame,Gironde,fr,,06 37 24 24 01,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Agapi,Bordeaux,33000,15 rue Huguerie,Gironde,fr,,05 56 44 67 78,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Studio Art Concept,Bordeaux,33000,60 rue Bouffard,Gironde,fr,,06 66 08 04 80,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Agence S 18 Bordes Yves,Bordeaux,33000,18 rue Bouffard,Gironde,fr,,05 56 44 56 57,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Imagine Arts Espaces Matieres,Bordeaux,33000,16 rue du Parlement Sainte-Catherine,Gironde,fr,,05 56 51 18 22,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'Art Ancien,Bordeaux,33000,3 rue Montbazon,Gironde,fr,,05 56 81 36 92,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Ilka Bree,Bordeaux,33000,7 rue Cornac,Gironde,fr,,05 56 44 74 92,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,A la Caravelle,Bordeaux,33000,56 rue Bouffard,Gironde,fr,,05 56 48 53 13,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie d'Art Anton Gidding,Bordeaux,33000,90 rue Notre Dame,Gironde,fr,,06 09 87 62 75,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Lafougere Patricia,Bordeaux,33000,13 rue de la Devise,Gironde,fr,,06 87 31 42 25,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Des Sélènes Galerie,Bordeaux,33000,15 rue Buhan,Gironde,fr,,09 72 45 16 21,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Antiquités Dupuy,Bordeaux,33000,61 rue Notre Dame,Gironde,fr,,06 12 18 29 58,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Anne-Laure Jaloune,Bordeaux,33000,28 rue Fondaudège,Gironde,fr,,05 57 83 07 94,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Artcango,Bordeaux,33000,34 rue des Bahutiers,Gironde,fr,,09 50 53 17 08,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Anne-Laure Jalounegalerie Anne-Laure Jaloune,Bordeaux,33000,28 rue Fondaudège,Gironde,fr,,05 57 83 07 94,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Kokian à Bordeaux,Bordeaux,33000,9 cours du Chapeau Rouge,Gironde,fr,,,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Bluette Christian,Bordeaux,33000,37 rue Notre Dame,Gironde,fr,,05 56 44 02 66,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Michel Marie-Claude,Bordeaux,33000,143 rue Fondaudège,Gironde,fr,,05 56 01 11 13,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Ceci n Establissements pas une galerie,Bordeaux,33000,84 rue Porte Dijeaux,Gironde,fr,,05 56 06 84 10,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Hom's,Bordeaux,33000,61 rue Fondaudège,Gironde,fr,,05 56 52 62 33,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,L'ART aux Heures,Bordeaux,33000,10 cours Victor Hugo,Gironde,fr,,07 88 02 74 92,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
0,Galerie Collection Particulière,Bordeaux,33000,29 31 29 rue Bouffard,Gironde,fr,,06 67 75 38 88,,"[[u'Social', u'Arts', u'Art Dealers and Galleries']]"
